property_id,city,locality,property_type,area_sqft,bedrooms,bathrooms,balconies,floor,total_floors,age_years,facing,furnishing_status,parking_spaces,amenities_score,amenities_list,near_metro,near_school,near_hospital,price_per_sqft,total_price_inr,total_price_lakhs,listed_date,transaction_type,possession_status
PROP00598,Delhi NCR,Dwarka,Villa,3927.0,4,3,1,6,7,12,South,Unfurnished,0,0.7,Power Backup|Gym|Lift|Jogging Track|Swimming Pool|Clubhouse|Security,1,0,0,15747.57,61840710,618.41,2022-11-24,Resale,New Launch
PROP00599,Hyderabad,Jubilee Hills,Apartment,1140.0,2,2,2,30,40,9,West,Unfurnished,2,0.9,Power Backup|Parking|Lift|Gym|Clubhouse|Swimming Pool|Garden|Jogging Track|Security,0,1,1,9993.19,11392235,113.92,2024-12-20,Resale,Under Construction
PROP00600,Mumbai,Bandra,Apartment,1227.0,3,3,0,1,9,11,South,Unfurnished,2,0.7,Power Backup|Garden|Lift|Parking|Clubhouse|Security|Children Play Area,0,1,1,25245.62,30976375,309.76,2023-10-22,Sale,New Launch
PROP00601,Bangalore,HSR Layout,Independent House,1599.0,4,3,3,30,31,10,North-East,Fully Furnished,1,0.8,Clubhouse|Garden|Swimming Pool|Security|Power Backup|Children Play Area|Jogging Track|Gym,0,1,0,14599.63,23344804,233.45,2024-01-16,Sale,Under Construction
PROP00602,Hyderabad,Gachibowli,Apartment,673.0,3,4,3,35,38,25,North,Fully Furnished,2,0.9,Garden|Children Play Area|Power Backup|Parking|Jogging Track|Swimming Pool|Gym|Security|Lift,1,0,1,10517.76,7078452,70.78,2024-02-10,Resale,New Launch
PROP00603,Delhi NCR,Gurgaon,Apartment,875.0,4,3,1,18,19,0,North-West,Semi-Furnished,0,0.8,Swimming Pool|Garden|Lift|Parking|Jogging Track|Power Backup|Security|Clubhouse,0,0,1,20634.53,18055210,180.55,2023-07-15,Resale,Under Construction
PROP00604,Hyderabad,Tellapur,Apartment,1007.0,4,5,1,20,21,3,East,Fully Furnished,1,1.0,Lift|Garden|Clubhouse|Jogging Track|Children Play Area|Power Backup|Gym|Parking|Swimming Pool|Security,1,0,1,11841.9,11924790,119.25,2023-10-26,Sale,New Launch
PROP00605,Hyderabad,Kondapur,Apartment,983.0,2,1,0,9,11,16,West,Fully Furnished,1,0.5,Swimming Pool|Garden|Children Play Area|Clubhouse|Gym,0,1,0,7525.93,7397986,73.98,2022-05-08,Resale,New Launch
PROP00606,Mumbai,Bandra,Apartment,1204.0,2,1,0,28,31,3,North,Unfurnished,0,0.2,Children Play Area|Gym,1,0,1,29602.54,35641463,356.41,2022-03-28,Sale,Ready to Move
PROP00607,Pune,Baner,Apartment,1822.0,1,1,1,25,26,16,North,Semi-Furnished,2,0.8,Children Play Area|Swimming Pool|Gym|Jogging Track|Security|Lift|Parking|Garden,0,1,0,7097.3,12931285,129.31,2024-01-24,Sale,Under Construction
PROP00608,Hyderabad,Financial District,Apartment,1167.0,3,4,2,17,26,11,North-East,Unfurnished,1,0.5,Jogging Track|Security|Garden|Swimming Pool|Clubhouse,0,1,0,8525.99,9949828,99.5,2024-07-01,Resale,Ready to Move
PROP00609,Hyderabad,Hitech City,Apartment,1072.0,4,3,1,12,22,23,North-West,Unfurnished,2,0.5,Jogging Track|Security|Garden|Power Backup|Gym,1,0,1,8923.27,9565746,95.66,2024-11-12,Sale,Under Construction
PROP00610,Hyderabad,Madhapur,Independent House,2317.0,2,1,1,24,30,14,South,Semi-Furnished,2,0.4,Lift|Jogging Track|Security|Parking,1,1,1,9905.84,22951831,229.52,2022-03-05,Sale,Ready to Move
PROP00611,Pune,Hinjewadi,Apartment,1034.0,2,2,2,10,12,1,North,Unfurnished,2,0.5,Parking|Garden|Swimming Pool|Clubhouse|Power Backup,1,0,1,9195.18,9507817,95.08,2023-09-11,Sale,Under Construction
PROP00612,Bangalore,HSR Layout,Apartment,1111.0,3,4,0,30,33,0,East,Unfurnished,2,0.5,Lift|Children Play Area|Security|Clubhouse|Gym,0,1,1,9667.43,10740519,107.41,2024-03-25,Resale,Ready to Move
PROP00613,Hyderabad,Nallagandla,Independent House,2061.0,2,2,0,0,10,1,North-West,Unfurnished,2,0.6,Security|Lift|Power Backup|Parking|Clubhouse|Gym,0,1,1,8809.56,18156505,181.57,2022-01-04,Sale,New Launch
PROP00614,Delhi NCR,Indirapuram,Villa,2636.0,5,6,3,14,15,9,North,Unfurnished,1,0.7,Lift|Jogging Track|Clubhouse|Children Play Area|Garden|Parking|Swimming Pool,0,0,1,17877.73,47125694,471.26,2024-02-02,Resale,Under Construction
PROP00615,Mumbai,Bandra,Independent House,1876.0,3,3,3,23,30,2,North-East,Unfurnished,2,0.4,Garden|Jogging Track|Lift|Power Backup,1,1,0,37068.85,69541154,695.41,2024-11-03,Sale,New Launch
PROP00616,Hyderabad,Madhapur,Independent House,1663.0,4,5,1,13,20,2,South,Fully Furnished,1,1.0,Children Play Area|Gym|Swimming Pool|Security|Jogging Track|Clubhouse|Lift|Parking|Garden|Power Backup,1,0,0,9399.39,15631179,156.31,2024-03-19,Resale,Ready to Move
PROP00617,Bangalore,Bannerghatta Road,Apartment,357.0,2,1,0,29,32,22,West,Semi-Furnished,2,1.0,Swimming Pool|Lift|Clubhouse|Gym|Garden|Children Play Area|Jogging Track|Power Backup|Security|Parking,1,1,1,7757.3,2769357,27.69,2023-08-29,Sale,Ready to Move
PROP00618,Hyderabad,Banjara Hills,Apartment,926.0,2,2,0,27,33,21,South,Unfurnished,2,0.6,Garden|Parking|Jogging Track|Swimming Pool|Clubhouse|Power Backup,0,1,0,9338.69,8647623,86.48,2022-03-06,Resale,Under Construction
PROP00619,Bangalore,Electronic City,Independent House,2178.0,2,2,2,6,13,22,North-East,Semi-Furnished,1,0.7,Lift|Gym|Parking|Children Play Area|Power Backup|Jogging Track|Garden,1,1,1,10701.82,23308565,233.09,2022-07-12,Resale,Under Construction
PROP00620,Mumbai,Thane,Villa,2804.0,4,4,0,20,25,17,North-West,Fully Furnished,0,0.5,Jogging Track|Parking|Swimming Pool|Gym|Garden,1,0,1,27507.48,77130982,771.31,2024-08-06,Resale,New Launch
PROP00621,Bangalore,JP Nagar,Villa,4331.0,5,4,2,7,16,15,West,Fully Furnished,0,0.6,Clubhouse|Gym|Security|Lift|Jogging Track|Power Backup,1,1,1,13735.6,59488872,594.89,2023-05-26,Sale,Under Construction
PROP00622,Mumbai,Bandra,Independent House,1117.0,4,3,2,11,15,10,North-West,Semi-Furnished,1,0.9,Power Backup|Lift|Swimming Pool|Gym|Children Play Area|Garden|Security|Clubhouse|Parking,0,0,0,31927.53,35663046,356.63,2022-02-12,Resale,New Launch
PROP00623,Bangalore,Hebbal,Apartment,1241.0,3,3,3,35,42,2,East,Unfurnished,0,0.7,Lift|Parking|Power Backup|Swimming Pool|Gym|Garden|Children Play Area,1,1,0,11860.45,14718813,147.19,2024-02-04,Resale,Under Construction
PROP00624,Hyderabad,Madhapur,Villa,3461.0,4,3,0,14,18,4,North,Unfurnished,2,0.8,Gym|Garden|Jogging Track|Security|Lift|Children Play Area|Clubhouse|Power Backup,1,0,1,12252.24,42405009,424.05,2023-05-15,Resale,Ready to Move
PROP00625,Hyderabad,Narsingi,Apartment,937.0,2,1,0,11,18,17,North-West,Semi-Furnished,0,0.3,Clubhouse|Jogging Track|Children Play Area,0,1,1,6329.3,5930558,59.31,2024-04-26,Resale,Ready to Move
PROP00626,Delhi NCR,Indirapuram,Apartment,959.0,3,3,0,20,27,0,West,Semi-Furnished,2,0.7,Parking|Lift|Power Backup|Garden|Swimming Pool|Children Play Area|Security,1,1,0,15653.18,15011400,150.11,2022-06-03,Resale,New Launch
PROP00627,Hyderabad,Banjara Hills,Villa,3810.0,5,6,1,2,8,8,South,Unfurnished,1,0.7,Security|Children Play Area|Garden|Clubhouse|Power Backup|Jogging Track|Lift,1,0,0,12396.85,47231985,472.32,2022-07-06,Resale,Under Construction
PROP00628,Bangalore,Bellandur,Villa,1845.0,4,4,2,17,22,19,North-East,Unfurnished,1,0.7,Power Backup|Jogging Track|Garden|Clubhouse|Swimming Pool|Parking|Children Play Area,0,0,1,12976.4,23941462,239.41,2022-10-13,Resale,Ready to Move
PROP00629,Mumbai,Malad,Independent House,2031.0,4,5,2,13,21,18,North-East,Unfurnished,1,0.6,Power Backup|Jogging Track|Garden|Swimming Pool|Lift|Children Play Area,1,0,0,20530.97,41698391,416.98,2024-07-29,Resale,Ready to Move
PROP00630,Hyderabad,Banjara Hills,Apartment,1353.0,3,3,3,0,2,6,North,Fully Furnished,2,0.9,Children Play Area|Security|Parking|Swimming Pool|Clubhouse|Gym|Power Backup|Garden|Lift,1,0,0,11940.35,16155287,161.55,2024-03-03,Resale,Ready to Move
PROP00631,Hyderabad,Jubilee Hills,Apartment,1243.0,3,2,0,4,9,3,North-East,Semi-Furnished,2,0.4,Swimming Pool|Parking|Power Backup|Gym,1,1,1,12321.88,15316097,153.16,2023-11-23,Resale,Under Construction
PROP00632,Bangalore,HSR Layout,Apartment,762.0,2,3,2,17,26,11,West,Unfurnished,1,1.0,Jogging Track|Garden|Power Backup|Swimming Pool|Lift|Parking|Gym|Children Play Area|Clubhouse|Security,1,1,1,10653.66,8118087,81.18,2023-03-29,Sale,Under Construction
PROP00633,Bangalore,Indiranagar,Penthouse,3464.0,4,4,0,0,4,21,North,Semi-Furnished,0,0.8,Lift|Power Backup|Children Play Area|Gym|Parking|Jogging Track|Security|Swimming Pool,0,0,1,14918.5,51677676,516.78,2023-07-11,Sale,New Launch
PROP00634,Bangalore,JP Nagar,Apartment,1189.0,2,1,1,32,42,12,South,Semi-Furnished,1,0.7,Clubhouse|Swimming Pool|Parking|Children Play Area|Power Backup|Lift|Security,0,0,0,8142.5,9681433,96.81,2023-08-19,Sale,Under Construction
PROP00635,Bangalore,Marathahalli,Studio,407.0,1,2,0,4,12,22,East,Unfurnished,0,0.7,Garden|Parking|Gym|Power Backup|Children Play Area|Jogging Track|Security,0,0,0,5622.81,2288482,22.88,2024-01-21,Resale,Under Construction
PROP00636,Hyderabad,Manikonda,Independent House,1949.0,2,3,2,33,37,1,South,Unfurnished,2,0.5,Swimming Pool|Clubhouse|Jogging Track|Security|Garden,1,0,1,10061.4,19609666,196.1,2023-06-07,Resale,Ready to Move
PROP00637,Hyderabad,Nallagandla,Apartment,948.0,4,3,1,26,31,5,North-East,Unfurnished,1,0.3,Jogging Track|Gym|Clubhouse,0,0,1,8043.89,7625606,76.26,2023-02-05,Sale,Ready to Move
PROP00638,Mumbai,Navi Mumbai,Independent House,2132.0,2,1,2,7,15,17,North,Semi-Furnished,0,0.4,Children Play Area|Clubhouse|Power Backup|Parking,0,1,0,20204.04,43075010,430.75,2022-02-12,Sale,Under Construction
PROP00639,Hyderabad,Hitech City,Apartment,1411.0,2,1,0,23,33,25,North,Semi-Furnished,0,0.9,Clubhouse|Swimming Pool|Power Backup|Children Play Area|Garden|Security|Gym|Lift|Parking,1,0,0,9267.65,13076650,130.77,2024-12-19,Resale,New Launch
PROP00640,Mumbai,Kurla,Apartment,1229.0,1,1,1,33,39,25,North-East,Semi-Furnished,0,0.8,Security|Children Play Area|Parking|Swimming Pool|Jogging Track|Power Backup|Lift|Gym,1,0,0,18019.69,22146196,221.46,2024-04-24,Resale,Under Construction
PROP00641,Hyderabad,Gachibowli,Apartment,440.0,3,2,0,13,20,24,North-West,Fully Furnished,1,0.9,Jogging Track|Clubhouse|Security|Power Backup|Swimming Pool|Garden|Gym|Parking|Lift,0,0,0,9267.28,4077602,40.78,2024-08-10,Resale,Ready to Move
PROP00642,Bangalore,Hebbal,Studio,366.0,1,1,0,6,11,11,East,Unfurnished,1,0.8,Parking|Swimming Pool|Security|Clubhouse|Lift|Garden|Power Backup|Gym,1,0,0,6502.76,2380010,23.8,2024-11-03,Sale,Ready to Move
PROP00643,Pune,Baner,Independent House,2228.0,4,5,2,3,4,16,West,Semi-Furnished,2,0.7,Gym|Lift|Parking|Clubhouse|Security|Power Backup|Children Play Area,0,0,0,7147.56,15924771,159.25,2024-11-24,Sale,Under Construction
PROP00644,Mumbai,Goregaon,Independent House,2130.0,2,1,2,35,45,16,East,Fully Furnished,2,0.4,Parking|Garden|Lift|Children Play Area,0,1,1,21629.61,46071061,460.71,2023-02-07,Sale,New Launch
PROP00645,Bangalore,Hebbal,Apartment,1125.0,1,1,1,0,3,6,South,Semi-Furnished,1,0.8,Clubhouse|Parking|Security|Swimming Pool|Gym|Garden|Children Play Area|Lift,0,1,1,10057.91,11315147,113.15,2022-12-06,Resale,Ready to Move
PROP00646,Hyderabad,Tellapur,Independent House,1956.0,2,2,2,23,31,8,North-East,Semi-Furnished,2,0.7,Garden|Children Play Area|Clubhouse|Jogging Track|Parking|Security|Lift,1,1,1,12251.32,23963585,239.64,2023-07-12,Resale,New Launch
PROP00647,Hyderabad,Ameerpet,Apartment,1441.0,4,5,2,16,18,4,North-East,Unfurnished,2,0.5,Power Backup|Lift|Clubhouse|Gym|Garden,0,0,0,9311.59,13418008,134.18,2023-11-10,Resale,Ready to Move
PROP00648,Hyderabad,Narsingi,Penthouse,3192.0,4,5,0,20,21,13,South,Fully Furnished,1,0.4,Parking|Lift|Gym|Clubhouse,1,0,1,15490.53,49445786,494.46,2024-10-04,Resale,New Launch
PROP00649,Hyderabad,Nallagandla,Independent House,1506.0,3,3,1,10,16,5,North-East,Unfurnished,1,0.8,Swimming Pool|Jogging Track|Children Play Area|Gym|Garden|Parking|Lift|Clubhouse,0,1,1,8743.29,13167394,131.67,2022-01-05,Resale,Ready to Move
PROP00650,Hyderabad,Uppal,Studio,521.0,1,1,1,5,6,5,North,Unfurnished,0,0.2,Jogging Track|Swimming Pool,1,1,1,7167.19,3734105,37.34,2024-10-01,Sale,Under Construction
PROP00651,Bangalore,Bellandur,Independent House,2747.0,3,2,2,8,10,14,North-East,Fully Furnished,0,0.4,Children Play Area|Swimming Pool|Lift|Security,0,1,0,10205.56,28034678,280.35,2022-11-30,Resale,Under Construction
PROP00652,Bangalore,JP Nagar,Apartment,1674.0,2,3,2,25,32,25,West,Fully Furnished,0,0.6,Garden|Power Backup|Children Play Area|Lift|Swimming Pool|Jogging Track,1,1,1,8227.51,13772844,137.73,2024-07-08,Sale,Ready to Move
PROP00653,Mumbai,Navi Mumbai,Independent House,1366.0,3,4,2,15,23,13,South,Unfurnished,1,1.0,Jogging Track|Security|Power Backup|Lift|Garden|Gym|Clubhouse|Children Play Area|Swimming Pool|Parking,1,1,1,21694.82,29635127,296.35,2023-06-01,Resale,Ready to Move
PROP00654,Delhi NCR,Vasant Kunj,Villa,4720.0,6,6,2,28,31,10,North-West,Fully Furnished,1,0.8,Garden|Clubhouse|Gym|Parking|Swimming Pool|Children Play Area|Power Backup|Lift,0,1,1,19365.67,91405965,914.06,2023-05-07,Resale,Under Construction
PROP00655,Delhi NCR,Dwarka,Apartment,1618.0,3,2,2,21,31,11,North,Unfurnished,2,0.9,Children Play Area|Power Backup|Jogging Track|Swimming Pool|Clubhouse|Security|Garden|Lift|Parking,1,0,1,13651.32,22087834,220.88,2023-08-18,Resale,Ready to Move
PROP00656,Hyderabad,Gachibowli,Apartment,882.0,2,3,0,30,37,14,North-East,Semi-Furnished,2,0.7,Jogging Track|Power Backup|Lift|Clubhouse|Parking|Gym|Swimming Pool,0,0,0,11463.62,10110913,101.11,2022-01-09,Sale,Ready to Move
PROP00657,Hyderabad,Tellapur,Apartment,946.0,1,1,1,3,5,25,North,Semi-Furnished,0,1.0,Parking|Gym|Security|Jogging Track|Lift|Children Play Area|Power Backup|Clubhouse|Garden|Swimming Pool,1,0,0,4869.89,4606912,46.07,2023-02-15,Sale,New Launch
PROP00658,Bangalore,Sarjapur Road,Villa,2899.0,6,6,0,6,9,23,North-West,Unfurnished,1,0.6,Security|Parking|Clubhouse|Power Backup|Swimming Pool|Garden,1,0,0,10161.98,29459584,294.6,2022-05-21,Sale,Ready to Move
PROP00659,Delhi NCR,Gurgaon,Studio,432.0,1,1,1,11,13,24,South,Unfurnished,1,1.0,Children Play Area|Lift|Swimming Pool|Power Backup|Garden|Security|Clubhouse|Gym|Jogging Track|Parking,1,0,1,9010.03,3892335,38.92,2023-05-28,Sale,New Launch
PROP00660,Delhi NCR,Noida,Studio,486.0,1,1,0,21,24,16,North-West,Semi-Furnished,0,0.9,Garden|Gym|Jogging Track|Parking|Power Backup|Lift|Children Play Area|Clubhouse|Swimming Pool,1,1,0,12534.7,6091865,60.92,2022-05-18,Sale,New Launch
PROP00661,Pune,Kothrud,Villa,2574.0,4,4,3,20,26,6,East,Unfurnished,2,0.5,Gym|Garden|Jogging Track|Children Play Area|Clubhouse,0,0,1,10900.87,28058833,280.59,2024-08-07,Sale,Ready to Move
PROP00662,Delhi NCR,Noida,Villa,2984.0,5,5,3,35,44,23,North,Unfurnished,1,0.2,Garden|Power Backup,0,0,1,16215.04,48385687,483.86,2022-08-07,Sale,Under Construction
PROP00663,Mumbai,Bandra,Villa,3536.0,4,4,1,17,23,13,East,Fully Furnished,0,0.7,Swimming Pool|Lift|Security|Garden|Clubhouse|Power Backup|Gym,0,0,1,48450.75,171321838,1713.22,2022-07-10,Sale,New Launch
PROP00664,Bangalore,Koramangala,Apartment,1044.0,1,1,1,21,27,3,West,Semi-Furnished,1,0.3,Power Backup|Gym|Security,1,0,0,15060.21,15722859,157.23,2022-07-25,Resale,Ready to Move
PROP00665,Hyderabad,Nallagandla,Apartment,790.0,2,2,1,3,6,2,East,Fully Furnished,0,0.2,Swimming Pool|Lift,0,0,0,9193.0,7262466,72.62,2023-06-26,Sale,New Launch
PROP00666,Pune,Wakad,Apartment,1477.0,2,1,0,6,7,15,West,Semi-Furnished,0,0.4,Clubhouse|Children Play Area|Power Backup|Lift,0,1,0,6787.36,10024929,100.25,2022-05-02,Resale,Ready to Move
PROP00667,Bangalore,Hebbal,Apartment,960.0,2,3,1,22,25,12,North-East,Semi-Furnished,2,0.6,Security|Power Backup|Swimming Pool|Garden|Children Play Area|Clubhouse,0,1,1,10423.19,10006261,100.06,2023-01-27,Resale,New Launch
PROP00668,Hyderabad,Madhapur,Independent House,989.0,4,5,0,15,18,22,East,Unfurnished,1,0.5,Gym|Swimming Pool|Parking|Children Play Area|Lift,1,1,1,6948.8,6872364,68.72,2022-01-29,Resale,Ready to Move
PROP00669,Hyderabad,Tellapur,Apartment,1370.0,2,3,2,7,13,10,South,Unfurnished,2,1.0,Security|Lift|Power Backup|Parking|Garden|Swimming Pool|Jogging Track|Children Play Area|Clubhouse|Gym,1,0,0,8895.61,12186988,121.87,2024-06-14,Sale,Under Construction
PROP00670,Hyderabad,Tellapur,Apartment,931.0,2,1,2,29,38,9,West,Semi-Furnished,1,0.6,Clubhouse|Security|Children Play Area|Swimming Pool|Power Backup|Gym,1,0,0,8946.54,8329225,83.29,2023-04-05,Resale,Ready to Move
PROP00671,Mumbai,Navi Mumbai,Independent House,1865.0,3,3,2,10,18,7,South,Fully Furnished,1,0.2,Power Backup|Lift,1,1,1,18600.18,34689332,346.89,2024-01-30,Resale,New Launch
PROP00672,Hyderabad,Kokapet,Independent House,1679.0,3,4,3,1,3,18,East,Unfurnished,0,0.6,Security|Power Backup|Clubhouse|Garden|Children Play Area|Jogging Track,1,1,0,7323.78,12296628,122.97,2024-05-09,Resale,Ready to Move
PROP00673,Bangalore,Indiranagar,Apartment,789.0,2,2,2,27,32,22,North,Semi-Furnished,1,0.8,Jogging Track|Garden|Swimming Pool|Power Backup|Parking|Security|Lift|Gym,1,0,0,11750.48,9271129,92.71,2024-08-23,Sale,New Launch
PROP00674,Hyderabad,Manikonda,Apartment,1054.0,1,2,0,4,6,18,West,Unfurnished,1,0.2,Power Backup|Lift,1,1,0,6588.44,6944215,69.44,2023-03-29,Sale,Ready to Move
PROP00675,Bangalore,Whitefield,Apartment,1279.0,3,4,3,7,12,20,North-East,Fully Furnished,0,0.5,Swimming Pool|Garden|Power Backup|Security|Gym,0,1,1,12278.24,15703866,157.04,2024-09-01,Resale,New Launch
PROP00676,Hyderabad,Gachibowli,Penthouse,2146.0,4,4,1,26,32,3,East,Semi-Furnished,1,0.5,Jogging Track|Security|Gym|Power Backup|Garden,0,0,1,21062.78,45200719,452.01,2022-02-25,Sale,New Launch
PROP00677,Bangalore,Yelahanka,Apartment,1172.0,4,3,1,14,15,23,West,Unfurnished,2,0.5,Power Backup|Clubhouse|Security|Jogging Track|Gym,0,1,1,7027.88,8236675,82.37,2023-02-23,Resale,New Launch
PROP00678,Mumbai,Navi Mumbai,Independent House,1524.0,4,4,1,4,7,15,South,Unfurnished,0,0.7,Gym|Children Play Area|Clubhouse|Garden|Power Backup|Jogging Track|Security,1,1,1,19725.08,30061018,300.61,2024-06-09,Sale,New Launch
PROP00679,Delhi NCR,Faridabad,Independent House,1826.0,2,3,2,33,43,18,North,Fully Furnished,1,0.4,Jogging Track|Children Play Area|Power Backup|Lift,1,0,0,12479.84,22788195,227.88,2023-03-15,Sale,Ready to Move
PROP00680,Bangalore,Hebbal,Independent House,1785.0,2,2,0,7,10,1,West,Semi-Furnished,0,1.0,Swimming Pool|Children Play Area|Lift|Power Backup|Garden|Security|Jogging Track|Gym|Clubhouse|Parking,1,1,1,11140.05,19884996,198.85,2022-06-21,Resale,New Launch
PROP00681,Bangalore,Electronic City,Apartment,2037.0,1,2,0,11,12,13,South,Fully Furnished,2,0.5,Clubhouse|Power Backup|Swimming Pool|Security|Lift,0,1,0,9175.42,18690334,186.9,2022-06-14,Resale,Under Construction
PROP00682,Hyderabad,Miyapur,Studio,463.0,1,1,0,2,3,24,East,Fully Furnished,1,0.2,Gym|Swimming Pool,1,1,1,5504.16,2548427,25.48,2024-09-11,Sale,Under Construction
PROP00683,Mumbai,Kurla,Villa,4086.0,5,4,0,9,15,10,South,Semi-Furnished,1,1.0,Security|Jogging Track|Children Play Area|Swimming Pool|Gym|Lift|Parking|Clubhouse|Power Backup|Garden,1,1,1,27543.0,112540692,1125.41,2023-08-15,Sale,Under Construction
PROP00684,Bangalore,Whitefield,Apartment,1265.0,2,2,0,2,12,1,East,Semi-Furnished,2,0.5,Parking|Garden|Children Play Area|Gym|Clubhouse,0,1,0,15212.34,19243614,192.44,2024-02-13,Sale,Ready to Move
PROP00685,Bangalore,Electronic City,Apartment,682.0,2,2,1,3,9,9,West,Fully Furnished,0,0.8,Gym|Children Play Area|Jogging Track|Garden|Power Backup|Lift|Parking|Security,0,0,0,10972.98,7483572,74.84,2022-02-04,Sale,Ready to Move
PROP00686,Hyderabad,Miyapur,Independent House,1680.0,3,2,3,16,25,3,North-East,Fully Furnished,2,0.2,Security|Jogging Track,1,0,0,12405.52,20841269,208.41,2023-05-25,Sale,Under Construction
PROP00687,Mumbai,Thane,Apartment,1201.0,4,3,3,17,21,4,North-West,Unfurnished,0,0.8,Jogging Track|Security|Clubhouse|Children Play Area|Parking|Lift|Power Backup|Swimming Pool,1,1,0,22758.1,27332482,273.32,2022-09-25,Resale,New Launch
PROP00688,Mumbai,Kurla,Apartment,463.0,3,2,2,16,18,14,East,Fully Furnished,0,0.6,Parking|Clubhouse|Garden|Jogging Track|Children Play Area|Lift,1,0,1,20757.83,9610875,96.11,2024-01-26,Resale,New Launch
PROP00689,Mumbai,Navi Mumbai,Apartment,1557.0,3,4,0,5,13,12,North,Semi-Furnished,1,0.6,Security|Children Play Area|Gym|Parking|Swimming Pool|Lift,1,1,0,17272.89,26893890,268.94,2022-10-02,Resale,New Launch
PROP00690,Delhi NCR,Gurgaon,Villa,2509.0,3,3,0,18,19,9,West,Unfurnished,1,0.5,Power Backup|Garden|Jogging Track|Parking|Security,0,1,0,23873.94,59899708,599.0,2023-03-31,Sale,Ready to Move
PROP00691,Hyderabad,Tellapur,Apartment,713.0,4,5,0,34,35,19,West,Unfurnished,0,0.3,Power Backup|Lift|Jogging Track,0,0,1,5671.19,4043562,40.44,2024-04-12,Sale,New Launch
PROP00692,Hyderabad,Banjara Hills,Penthouse,2221.0,3,4,3,20,27,3,South,Fully Furnished,2,0.8,Children Play Area|Jogging Track|Gym|Lift|Swimming Pool|Garden|Parking|Power Backup,1,0,0,18949.53,42086896,420.87,2022-08-18,Sale,New Launch
PROP00693,Bangalore,Whitefield,Apartment,1559.0,2,2,1,30,38,8,North-West,Unfurnished,1,0.3,Parking|Gym|Power Backup,0,0,1,13923.7,21707052,217.07,2022-04-29,Sale,Under Construction
PROP00694,Bangalore,Koramangala,Independent House,1732.0,3,4,2,6,15,9,West,Unfurnished,2,1.0,Lift|Garden|Gym|Security|Swimming Pool|Power Backup|Children Play Area|Jogging Track|Clubhouse|Parking,1,1,1,13847.38,23983668,239.84,2024-07-13,Resale,Under Construction
PROP00695,Hyderabad,Banjara Hills,Apartment,1438.0,2,1,2,18,21,16,North-East,Semi-Furnished,1,0.2,Garden|Gym,1,0,0,11891.36,17099773,171.0,2024-05-27,Resale,New Launch
PROP00696,Hyderabad,Jubilee Hills,Apartment,1762.0,2,1,1,1,2,6,East,Semi-Furnished,0,0.5,Garden|Parking|Children Play Area|Security|Gym,0,1,0,10687.18,18830819,188.31,2022-05-29,Resale,New Launch
PROP00697,Hyderabad,Madhapur,Independent House,1587.0,3,3,2,22,23,13,North-East,Semi-Furnished,0,0.8,Jogging Track|Swimming Pool|Lift|Garden|Power Backup|Parking|Children Play Area|Clubhouse,0,0,1,8504.59,13496785,134.97,2023-09-15,Sale,New Launch
PROP00698,Pune,Wakad,Apartment,1064.0,1,1,1,35,44,4,South,Unfurnished,1,0.5,Garden|Swimming Pool|Gym|Lift|Jogging Track,0,1,1,8209.8,8735225,87.35,2022-05-13,Resale,Under Construction
